The NRC Affect Intensity Lexicon v0.5
www.saifmohammad.com/WebPages/AffectIntensity.htm
Contact: Saif M. Mohammad (saif.mohammad@nrc-cnrc.gc.ca)

The NRC Affect Intensity Lexicon is a list of English words and their
associations with four basic emotions (anger, fear, sadness, joy). 

Words can be associated with different intensities (or degrees) of an emotion.
For example, most people will agree that the word condemn is associated with a
greater degree of anger (or more anger) than the word irritate. However,
annotating instances for fine-grained degrees of affect is a substantially more
difficult undertaking than categorical annotation: respondents are presented
with greater cognitive load and it is particularly hard to ensure consistency
(both across responses by different annotators and within the responses produced
by the same annotator). Here, for the first time, we create an affect intensity
lexicon with real-valued scores of association using best--worst scaling.

For a given word and emotion X, the scores range from 0 to 1. A score of 1 means
that the word conveys the highest amount of emotion X.  A score of 0 means that
the word conveys the lowest amount of emotion X.

Details of the lexicon are in this paper.
Word Affect Intensities. Saif M. Mohammad. arXiv preprint arXiv, April 2017.

The lexicon has close to 6,000 entries for four basic emotions: anger, fear,
joy, and sadness. (We will soon be adding entries for four more emotions: trust,
disgust, anticipation, and surprise. We will also be adding entries for valence,
arousal, and dominance.)	It includes common English terms as well as terms
that are more prominent in social media platforms, such as Twitter. It includes
terms that are associated with emotions to various degrees. For a given emotion,
this even includes some terms that may not predominantly convey that emotion (or
that convey an antonymous emotion), and yet tend to co-occur with terms that do.
(Antonymous terms tend to co-occur with each other more often than chance, and
are particularly problematic when one uses automatic co-occurrence-based
statistical methods to capture word--emotion connotations.)

term	score	AffectDimension
grim	0.708	sadness
grievous	0.704	sadness
hearse	0.703	sadness
extinct	0.703	sadness
crushed	0.703	sadness
isolation	0.703	sadness
meltdown	0.703	sadness
obit	0.703	sadness
paralyzed	0.703	sadness
carcinoma	0.703	sadness
suffocating	0.703	sadness
deformed	0.703	sadness
inhuman	0.703	sadness
punishing	0.703	sadness
incurable	0.703	sadness
strangle	0.703	sadness
disfigured	0.703	sadness
victim	0.703	sadness
deformity	0.703	sadness
slaughterhouse	0.703	sadness
decomposition	0.703	sadness
humiliate	0.703	sadness
buried	0.703	sadness
oppressor	0.703	sadness
abandon	0.703	sadness
tearful	0.703	sadness
isolate	0.703	sadness
lifesucks	0.700	sadness
hell	0.700	sadness
ruinous	0.698	sadness
banish	0.697	sadness
ruined	0.697	sadness
accursed	0.697	sadness
widow	0.697	sadness
vanished	0.695	sadness
displaced	0.691	sadness
poverty	0.690	sadness
illness	0.688	sadness
hopeless	0.688	sadness
travesty	0.688	sadness
deserted	0.688	sadness
regretting	0.688	sadness
loss	0.688	sadness
pathetic	0.688	sadness
nohope	0.688	sadness
stab	0.688	sadness
shooting	0.688	sadness
foreveralone	0.688	sadness
imprisoned	0.688	sadness
insanity	0.688	sadness
hurtful	0.688	sadness
terminal	0.688	sadness
epidemic	0.688	sadness
hurt	0.688	sadness
depraved	0.688	sadness
banished	0.688	sadness
infidelity	0.688	sadness
neglected	0.688	sadness
sob	0.688	sadness
teary	0.688	sadness
dementia	0.688	sadness
widower	0.688	sadness
hospice	0.688	sadness
dismissal	0.686	sadness
alienation	0.685	sadness
hardship	0.685	sadness
kidnap	0.682	sadness
choke	0.682	sadness
bleeding	0.673	sadness
outcast	0.672	sadness
despairing	0.672	sadness
woefully	0.672	sadness
belittle	0.672	sadness
evil	0.672	sadness
disparage	0.672	sadness
feelingdown	0.672	sadness
imprisonment	0.672	sadness
frightful	0.672	sadness
punished	0.672	sadness
missingyou	0.672	sadness
wretched	0.672	sadness
abortive	0.672	sadness
obituary	0.672	sadness
gory	0.672	sadness
wretch	0.672	sadness
poison	0.672	sadness
coffin	0.672	sadness
deprivation	0.672	sadness
malevolent	0.672	sadness
wail	0.672	sadness
disabled	0.672	sadness
decomposed	0.672	sadness
barren	0.670	sadness
poisoned	0.667	sadness
executioner	0.667	sadness
disease	0.665	sadness
oppress	0.664	sadness
disembodied	0.660	sadness
tear	0.656	sadness
hate	0.656	sadness
lonely	0.656	sadness
dreary	0.656	sadness
blighted	0.656	sadness
ailing	0.656	sadness
demonic	0.656	sadness
peril	0.656	sadness
jail	0.656	sadness
lamenting	0.656	sadness
shitty	0.656	sadness
polio	0.656	sadness
mangle	0.656	sadness
ruin	0.656	sadness
weep	0.656	sadness
steal	0.656	sadness
casket	0.656	sadness
bleak	0.656	sadness
carcass	0.653	sadness
regretted	0.652	sadness
beating	0.652	sadness
cowardice	0.652	sadness
disability	0.648	sadness
affliction	0.645	sadness
emergency	0.641	sadness
hatred	0.641	sadness
termination	0.641	sadness
awful	0.641	sadness
exorcism	0.641	sadness
sinful	0.641	sadness
scourge	0.641	sadness
perilous	0.641	sadness
poisonous	0.641	sadness
worry	0.641	sadness
drown	0.641	sadness
infertility	0.641	sadness
shroud	0.641	sadness
powerless	0.641	sadness
woeful	0.641	sadness
failing	0.641	sadness
terribly	0.641	sadness
inequality	0.641	sadness
incarceration	0.641	sadness
stricken	0.641	sadness
psychosis	0.638	sadness
disappointed	0.636	sadness
demolish	0.636	sadness
dismay	0.636	sadness
lament	0.636	sadness
burdensome	0.634	sadness
mausoleum	0.630	sadness
shattered	0.630	sadness
tyrant	0.625	sadness
disappointing	0.625	sadness
insurmountable	0.625	sadness
wound	0.625	sadness
impotence	0.625	sadness
wrecked	0.625	sadness
abuse	0.625	sadness
demolished	0.625	sadness
palsy	0.625	sadness
lost	0.625	sadness
posthumous	0.625	sadness
gloom	0.625	sadness
schizophrenia	0.625	sadness
cursed	0.625	sadness
undesired	0.625	sadness
forlorn	0.625	sadness
terminate	0.625	sadness
dishonor	0.625	sadness
regret	0.625	sadness
bitterly	0.625	sadness
hurting	0.625	sadness
duress	0.625	sadness
oppressive	0.625	sadness
deteriorate	0.625	sadness
soulless	0.623	sadness
divorce	0.623	sadness
melancholy	0.621	sadness
cremation	0.621	sadness
bomb	0.621	sadness
forsake	0.621	sadness
worried	0.621	sadness
plight	0.621	sadness
unforgiving	0.612	sadness
sepsis	0.611	sadness
overwhelmed	0.609	sadness
fearfully	0.609	sadness
languishing	0.609	sadness
alcoholism	0.609	sadness
irreparable	0.609	sadness
bankrupt	0.609	sadness
gore	0.609	sadness
debacle	0.609	sadness
cruel	0.609	sadness
injured	0.609	sadness
faithless	0.609	sadness
ugliness	0.609	sadness
derogatory	0.609	sadness
injure	0.609	sadness
disappoint	0.609	sadness
crushing	0.609	sadness
shackle	0.609	sadness
dire	0.609	sadness
sacrifices	0.609	sadness
breakup	0.609	sadness
subjugation	0.609	sadness
excluded	0.609	sadness
sinner	0.609	sadness
degrading	0.609	sadness
worthless	0.609	sadness
guilty	0.609	sadness
shatter	0.609	sadness
disparaging	0.609	sadness
dilapidated	0.609	sadness
shameful	0.609	sadness
curse	0.608	sadness
anthrax	0.600	sadness
robbery	0.600	sadness
alone	0.600	sadness
angst	0.598	sadness
losing	0.594	sadness
prison	0.594	sadness
somber	0.594	sadness
contaminated	0.594	sadness
deprived	0.594	sadness
martyrdom	0.594	sadness
irreconcilable	0.594	sadness
poaching	0.594	sadness
bawl	0.594	sadness
eviction	0.594	sadness
ill	0.594	sadness
helpless	0.594	sadness
downfall	0.594	sadness
deportation	0.594	sadness
crumbling	0.594	sadness
distress	0.594	sadness
disappointment	0.594	sadness
demon	0.594	sadness
nothingness	0.594	sadness
condolences	0.594	sadness
crypt	0.594	sadness
longing	0.594	sadness
shame	0.594	sadness
captivity	0.594	sadness
obliterate	0.594	sadness
chaos	0.594	sadness
violation	0.594	sadness
vendetta	0.594	sadness
broken	0.594	sadness
abyss	0.594	sadness
petloss	0.594	sadness
offender	0.594	sadness
remorse	0.594	sadness
betray	0.594	sadness
dysentery	0.593	sadness
blight	0.591	sadness
melancholic	0.591	sadness
rupture	0.588	sadness
traitor	0.588	sadness
haggard	0.587	sadness
lie	0.585	sadness
cholera	0.583	sadness
degeneracy	0.578	sadness
undesirable	0.578	sadness
gloomy	0.578	sadness
turmoil	0.578	sadness
terrible	0.578	sadness
frighten	0.578	sadness
unwell	0.578	sadness
bully	0.578	sadness
bitterness	0.578	sadness
discrimination	0.578	sadness
whine	0.578	sadness
humiliation	0.578	sadness
sordid	0.578	sadness
immoral	0.578	sadness
harmful	0.578	sadness
interment	0.578	sadness
denied	0.578	sadness
damage	0.578	sadness
delirium	0.576	sadness
captive	0.576	sadness
pessimism	0.576	sadness
deplore	0.576	sadness
whimper	0.576	sadness
disliked	0.576	sadness
devil	0.576	sadness
damages	0.576	sadness
hateful	0.575	sadness
bigoted	0.574	sadness
perdition	0.569	sadness
adultery	0.566	sadness
corrupting	0.565	sadness
worsening	0.562	sadness
flog	0.562	sadness
dismal	0.562	sadness
comatose	0.562	sadness
autopsy	0.562	sadness
worrying	0.562	sadness
deceive	0.562	sadness
tomb	0.562	sadness
deceit	0.562	sadness
wallow	0.562	sadness
pessimist	0.562	sadness
rejection	0.562	sadness
sadday	0.562	sadness
shipwreck	0.562	sadness
deceitful	0.562	sadness
urn	0.562	sadness
punitive	0.562	sadness
injury	0.562	sadness
resentment	0.562	sadness
endocarditis	0.562	sadness
rheumatism	0.562	sadness
infliction	0.562	sadness
expire	0.562	sadness
tyranny	0.562	sadness
anathema	0.562	sadness
pauper	0.562	sadness
runaway	0.562	sadness
upset	0.562	sadness
departed	0.558	sadness
martyr	0.556	sadness
smite	0.555	sadness
malaria	0.547	sadness
hanging	0.547	sadness
chagrin	0.547	sadness
malaise	0.547	sadness
memorial	0.547	sadness
resignation	0.547	sadness
absence	0.547	sadness
imissyou	0.547	sadness
bummed	0.547	sadness
unkind	0.547	sadness
isolated	0.547	sadness
plague	0.547	sadness
shot	0.547	sadness
bomber	0.547	sadness
hydrocephalus	0.547	sadness
surrendering	0.547	sadness
unfulfilled	0.547	sadness
discourage	0.547	sadness
disillusionment	0.547	sadness
reject	0.547	sadness
shun	0.547	sadness
pity	0.547	sadness
glum	0.547	sadness
nefarious	0.546	sadness
groan	0.545	sadness
concussion	0.545	sadness
dark	0.545	sadness
incrimination	0.545	sadness
weakly	0.544	sadness
aching	0.544	sadness
discontent	0.543	sadness
undertaker	0.538	sadness
assailant	0.536	sadness
deterioration	0.536	sadness
sorely	0.531	sadness
antisocial	0.531	sadness
homesick	0.531	sadness
confined	0.531	sadness
inimical	0.531	sadness
attacking	0.531	sadness
tarnish	0.531	sadness
forfeiture	0.531	sadness
theft	0.531	sadness
outburst	0.531	sadness
fooled	0.531	sadness
disgust	0.531	sadness
embolism	0.531	sadness
requiem	0.531	sadness
console	0.531	sadness
dispossessed	0.531	sadness
disparity	0.531	sadness
sick	0.531	sadness
prisoner	0.531	sadness
embarrassment	0.531	sadness
ache	0.531	sadness
inflict	0.531	sadness
neurosis	0.531	sadness
epitaph	0.531	sadness
penance	0.531	sadness
sullen	0.531	sadness
grievance	0.530	sadness
relapse	0.530	sadness
forgotten	0.530	sadness
unpleasant	0.530	sadness
disable	0.529	sadness
defenseless	0.526	sadness
defunct	0.518	sadness
ridicule	0.518	sadness
misfortune	0.516	sadness
blindness	0.516	sadness
unfriendly	0.516	sadness
delusion	0.516	sadness
wither	0.516	sadness
stifled	0.516	sadness
elimination	0.516	sadness
unlucky	0.516	sadness
sore	0.516	sadness
retard	0.516	sadness
vegetative	0.516	sadness
stripped	0.516	sadness
sin	0.516	sadness
sequestration	0.516	sadness
displeased	0.516	sadness
accident	0.516	sadness
dumps	0.516	sadness
hideous	0.516	sadness
weakness	0.516	sadness
decayed	0.516	sadness
unrequited	0.509	sadness
dictatorship	0.509	sadness
complain	0.509	sadness
lose	0.509	sadness
regrettable	0.509	sadness
insecure	0.509	sadness
witchcraft	0.508	sadness
drugged	0.500	sadness
disrespectful	0.500	sadness
unfair	0.500	sadness
gonorrhea	0.500	sadness
disturbed	0.500	sadness
rot	0.500	sadness
negative	0.500	sadness
howl	0.500	sadness
dolor	0.500	sadness
mortality	0.500	sadness
mad	0.500	sadness
atherosclerosis	0.500	sadness
impossible	0.500	sadness
crash	0.500	sadness
injurious	0.500	sadness
chronic	0.500	sadness
frowning	0.500	sadness
discomfort	0.500	sadness
intolerant	0.500	sadness
ungodly	0.500	sadness
aftermath	0.500	sadness
explode	0.500	sadness
cringe	0.500	sadness
battled	0.500	sadness
deport	0.500	sadness
nauseous	0.500	sadness
exclusion	0.500	sadness
aggravating	0.500	sadness
senile	0.500	sadness
anxiety	0.500	sadness
weary	0.500	sadness
cytomegalovirus	0.500	sadness
prosecute	0.500	sadness
difficulty	0.500	sadness
bier	0.500	sadness
bankruptcy	0.500	sadness
endemic	0.500	sadness
offended	0.500	sadness
damper	0.500	sadness
messedup	0.500	sadness
coma	0.500	sadness
evict	0.500	sadness
derogation	0.491	sadness
rob	0.491	sadness
shriek	0.485	sadness
recession	0.485	sadness
evasion	0.484	sadness
wrongful	0.484	sadness
resign	0.484	sadness
coward	0.484	sadness
moan	0.484	sadness
weariness	0.484	sadness
inadequate	0.484	sadness
disturbance	0.484	sadness
insult	0.484	sadness
frailty	0.484	sadness
adversity	0.484	sadness
repress	0.484	sadness
wince	0.484	sadness
worn	0.484	sadness
nasty	0.484	sadness
sabotage	0.484	sadness
criticism	0.484	sadness
arsenic	0.484	sadness
reprisal	0.484	sadness
beg	0.484	sadness
hospital	0.484	sadness
offense	0.484	sadness
broke	0.484	sadness
infectious	0.483	sadness
dishonest	0.482	sadness
decay	0.482	sadness
dissolution	0.480	sadness
lowest	0.478	sadness
unhealthy	0.474	sadness
irritation	0.470	sadness
perversion	0.469	sadness
disapproval	0.469	sadness
moody	0.469	sadness
vulnerability	0.469	sadness
penal	0.469	sadness
domination	0.469	sadness
unfavorable	0.469	sadness
illegal	0.469	sadness
uncaring	0.469	sadness
leftout	0.469	sadness
segregate	0.469	sadness
collusion	0.469	sadness
unfortunate	0.469	sadness
sedition	0.469	sadness
penalty	0.469	sadness
pernicious	0.469	sadness
ail	0.469	sadness
conflict	0.469	sadness
dashed	0.469	sadness
uneasiness	0.469	sadness
convict	0.469	sadness
collapse	0.469	sadness
fallout	0.469	sadness
expulsion	0.469	sadness
frustrate	0.469	sadness
criticize	0.469	sadness
measles	0.469	sadness
recidivism	0.469	sadness
frayed	0.467	sadness
infamy	0.464	sadness
plunder	0.461	sadness
depreciated	0.460	sadness
wane	0.456	sadness
badly	0.455	sadness
unlawful	0.455	sadness
gone	0.453	sadness
scarcity	0.453	sadness
secluded	0.453	sadness
memorials	0.453	sadness
surrender	0.453	sadness
inability	0.453	sadness
tribulation	0.453	sadness
perplexity	0.453	sadness
inhospitable	0.453	sadness
invade	0.453	sadness
worse	0.453	sadness
disapprove	0.453	sadness
wrongly	0.453	sadness
revolver	0.453	sadness
vulgarity	0.453	sadness
bittersweet	0.453	sadness
discriminate	0.453	sadness
foreclose	0.453	sadness
upheaval	0.453	sadness
wreck	0.453	sadness
despotism	0.453	sadness
fell	0.453	sadness
frown	0.453	sadness
confiscate	0.453	sadness
criticise	0.453	sadness
doldrums	0.453	sadness
refugee	0.453	sadness
avalanche	0.453	sadness
lowly	0.448	sadness
lone	0.446	sadness
guillotine	0.446	sadness
encumbrance	0.441	sadness
annulment	0.440	sadness
delirious	0.439	sadness
confinement	0.439	sadness
badday	0.439	sadness
bummer	0.439	sadness
underpaid	0.438	sadness
detainee	0.438	sadness
restriction	0.438	sadness
stigma	0.438	sadness
fugitive	0.438	sadness
sympathize	0.438	sadness
indigent	0.438	sadness
bum	0.438	sadness
pensive	0.438	sadness
paucity	0.438	sadness
blues	0.438	sadness
emotional	0.438	sadness
diminish	0.438	sadness
disapproving	0.438	sadness
disapproved	0.438	sadness
darkened	0.438	sadness
apathetic	0.438	sadness
imprudent	0.438	sadness
abscess	0.438	sadness
insignificant	0.438	sadness
animosity	0.438	sadness
cancellation	0.438	sadness
problem	0.438	sadness
forbid	0.438	sadness
lunacy	0.438	sadness
dislocated	0.438	sadness
disagreement	0.438	sadness
lethargy	0.438	sadness
rejects	0.438	sadness
disconnected	0.438	sadness
absent	0.438	sadness
departure	0.438	sadness
ghetto	0.438	sadness
unattainable	0.438	sadness
futile	0.438	sadness
coercion	0.438	sadness
deflate	0.438	sadness
insolvency	0.438	sadness
farewell	0.438	sadness
appendicitis	0.438	sadness
bothering	0.435	sadness
disqualified	0.435	sadness
tripping	0.429	sadness
sunk	0.426	sadness
draining	0.424	sadness
lastday	0.424	sadness
varicella	0.424	sadness
retribution	0.424	sadness
cardiomyopathy	0.422	sadness
scarce	0.422	sadness
thief	0.422	sadness
unequal	0.422	sadness
cutting	0.422	sadness
neuralgia	0.422	sadness
unwelcome	0.422	sadness
haunted	0.422	sadness
insolvent	0.422	sadness
rip	0.422	sadness
cyst	0.422	sadness
jarring	0.422	sadness
deviation	0.422	sadness
wrongdoing	0.422	sadness
bad	0.422	sadness
handicap	0.422	sadness
dispassionate	0.422	sadness
falling	0.422	sadness
beggar	0.422	sadness
difficulties	0.421	sadness
invader	0.420	sadness
drab	0.420	sadness
fall	0.418	sadness
illegitimate	0.416	sadness
expel	0.414	sadness
darkness	0.409	sadness
meaningless	0.409	sadness
syncope	0.407	sadness
obnoxious	0.406	sadness
darken	0.406	sadness
enmity	0.406	sadness
bitch	0.406	sadness
confine	0.406	sadness
hoax	0.406	sadness
precarious	0.406	sadness
feudalism	0.406	sadness
wildfire	0.406	sadness
fatigued	0.406	sadness
fault	0.406	sadness
stroke	0.406	sadness
subjected	0.406	sadness
fury	0.406	sadness
unsatisfied	0.405	sadness
spank	0.403	sadness
deluge	0.402	sadness
sigh	0.402	sadness
spinster	0.400	sadness
blue	0.400	sadness
owing	0.398	sadness
needalife	0.398	sadness
embarrass	0.394	sadness
pitfall	0.394	sadness
seriousness	0.394	sadness
pointless	0.394	sadness
cage	0.391	sadness
brute	0.391	sadness
exhausted	0.391	sadness
debt	0.391	sadness
condescension	0.391	sadness
reproach	0.391	sadness
noose	0.391	sadness
insulting	0.391	sadness
ifonly	0.391	sadness
stretcher	0.391	sadness
trickery	0.391	sadness
punch	0.391	sadness
coldness	0.391	sadness
dwarfed	0.391	sadness
ravenous	0.391	sadness
feeble	0.391	sadness
inefficient	0.391	sadness
refused	0.391	sadness
daemon	0.391	sadness
banshee	0.391	sadness
monsoon	0.391	sadness
rue	0.391	sadness
ineptitude	0.391	sadness
subvert	0.384	sadness
jealousy	0.382	sadness
geriatric	0.379	sadness
miss	0.379	sadness
struggle	0.379	sadness
inexcusable	0.379	sadness
entangled	0.377	sadness
descent	0.377	sadness
ashes	0.377	sadness
inconsiderate	0.375	sadness
sucks	0.375	sadness
blackness	0.375	sadness
slump	0.375	sadness
noncompliance	0.375	sadness
scar	0.375	sadness
murky	0.375	sadness
funk	0.375	sadness
landslide	0.375	sadness
disqualify	0.375	sadness
wasting	0.375	sadness
exhaustion	0.375	sadness
goodbye	0.375	sadness
sympathy	0.375	sadness
oust	0.375	sadness
parting	0.375	sadness
withdraw	0.375	sadness
inferior	0.375	sadness
prostitution	0.375	sadness
dispel	0.375	sadness
overcast	0.375	sadness
rabid	0.375	sadness
unattractive	0.373	sadness
delay	0.373	sadness
apologize	0.370	sadness
crazy	0.368	sadness
bastard	0.366	sadness
deteriorated	0.365	sadness
inter	0.364	sadness
empty	0.364	sadness
mocking	0.363	sadness
adder	0.361	sadness
perpetrator	0.359	sadness
hindering	0.359	sadness
affront	0.359	sadness
arraignment	0.359	sadness
fruitless	0.359	sadness
unable	0.359	sadness
disconnect	0.359	sadness
defendant	0.359	sadness
corse	0.359	sadness
obesity	0.359	sadness
taunt	0.359	sadness
servile	0.359	sadness
misunderstanding	0.359	sadness
austere	0.359	sadness
doubt	0.359	sadness
wrangling	0.359	sadness
hunter	0.359	sadness
unsuccessful	0.359	sadness
inefficiency	0.359	sadness
consecration	0.359	sadness
tremor	0.359	sadness
unemployed	0.359	sadness
fuss	0.359	sadness
unpopular	0.359	sadness
fainting	0.359	sadness
numbness	0.359	sadness
flounder	0.359	sadness
idiocy	0.359	sadness
lockup	0.359	sadness
plaintive	0.359	sadness
unrest	0.351	sadness
spoiler	0.348	sadness
intervention	0.348	sadness
waste	0.348	sadness
wimpy	0.348	sadness
absentee	0.348	sadness
flaw	0.347	sadness
desert	0.344	sadness
cumbersome	0.344	sadness
specter	0.344	sadness
resigned	0.344	sadness
furrow	0.344	sadness
lagging	0.344	sadness
forfeit	0.344	sadness
uninspired	0.344	sadness
plea	0.344	sadness
intercede	0.344	sadness
stained	0.344	sadness
litigate	0.344	sadness
blindly	0.344	sadness
attenuation	0.344	sadness
militia	0.344	sadness
surgery	0.344	sadness
detention	0.344	sadness
lawsuit	0.344	sadness
thrash	0.344	sadness
uninvited	0.344	sadness
unaccountable	0.339	sadness
myopia	0.339	sadness
mishap	0.338	sadness
probation	0.336	sadness
severance	0.333	sadness
disagreeing	0.333	sadness
incompetent	0.328	sadness
nether	0.328	sadness
endless	0.328	sadness
dependence	0.328	sadness
disallowed	0.328	sadness
bondage	0.328	sadness
soreness	0.328	sadness
unacknowledged	0.328	sadness
squall	0.328	sadness
unacceptable	0.328	sadness
adrift	0.328	sadness
nepotism	0.328	sadness
sterile	0.328	sadness
bacteria	0.328	sadness
leave	0.328	sadness
scold	0.327	sadness
flaccid	0.324	sadness
hobo	0.323	sadness
fragile	0.319	sadness
stingy	0.319	sadness
sue	0.318	sadness
scarcely	0.318	sadness
wan	0.312	sadness
committal	0.312	sadness
mistake	0.312	sadness
clouded	0.312	sadness
skid	0.312	sadness
defy	0.312	sadness
thresh	0.312	sadness
fatty	0.312	sadness
nostalgia	0.312	sadness
inhibit	0.312	sadness
evanescence	0.312	sadness
ulcer	0.312	sadness
hamstring	0.312	sadness
nonsensical	0.312	sadness
conceal	0.311	sadness
blemish	0.310	sadness
resisting	0.309	sadness
sympathetic	0.307	sadness
bugaboo	0.304	sadness
confess	0.303	sadness
opium	0.303	sadness
alas	0.302	sadness
incase	0.297	sadness
halting	0.297	sadness
incompatible	0.297	sadness
migraine	0.297	sadness
mislead	0.297	sadness
toocold	0.297	sadness
suppress	0.297	sadness
inappropriate	0.297	sadness
discontinuity	0.297	sadness
setback	0.297	sadness
dull	0.297	sadness
weak	0.297	sadness
subsidence	0.297	sadness
wrinkled	0.297	sadness
hermit	0.296	sadness
moving	0.295	sadness
shrink	0.295	sadness
shiver	0.291	sadness
tramp	0.288	sadness
unimportant	0.288	sadness
constraint	0.288	sadness
rubble	0.282	sadness
negro	0.281	sadness
grey	0.281	sadness
flinch	0.281	sadness
apathy	0.281	sadness
confession	0.281	sadness
down	0.281	sadness
remove	0.281	sadness
unseat	0.281	sadness
wearily	0.281	sadness
taint	0.281	sadness
excluding	0.281	sadness
overdue	0.281	sadness
shortage	0.281	sadness
grumpy	0.281	sadness
flop	0.281	sadness
revoke	0.281	sadness
adverse	0.281	sadness
black	0.281	sadness
scrapie	0.281	sadness
timid	0.281	sadness
senseless	0.281	sadness
knell	0.275	sadness
soldier	0.273	sadness
humbled	0.273	sadness
confusion	0.273	sadness
throb	0.273	sadness
jurisprudence	0.273	sadness
gray	0.269	sadness
shack	0.266	sadness
mixedemotions	0.266	sadness
obstacle	0.266	sadness
lax	0.266	sadness
remiss	0.266	sadness
slur	0.266	sadness
unrealistic	0.266	sadness
drifted	0.266	sadness
eternity	0.266	sadness
leaving	0.266	sadness
inconvenient	0.263	sadness
misrepresentation	0.259	sadness
restrict	0.259	sadness
stagnant	0.259	sadness
disservice	0.258	sadness
nosun	0.255	sadness
backwater	0.255	sadness
wilderness	0.255	sadness
error	0.250	sadness
anchorage	0.250	sadness
unexplained	0.250	sadness
humbug	0.250	sadness
gullible	0.250	sadness
speculation	0.250	sadness
communism	0.250	sadness
uneducated	0.250	sadness
tempest	0.250	sadness
bang	0.250	sadness
labored	0.250	sadness
incomplete	0.250	sadness
wasteful	0.250	sadness
pine	0.250	sadness
undying	0.250	sadness
older	0.250	sadness
demonstrative	0.242	sadness
melodrama	0.242	sadness
rainyday	0.242	sadness
necessity	0.236	sadness
boredom	0.235	sadness
cloudy	0.234	sadness
hollow	0.234	sadness
burke	0.234	sadness
trash	0.234	sadness
pale	0.234	sadness
depart	0.234	sadness
uninteresting	0.234	sadness
sentence	0.234	sadness
void	0.234	sadness
cancel	0.234	sadness
foggy	0.234	sadness
warp	0.234	sadness
misty	0.234	sadness
blockade	0.234	sadness
healing	0.234	sadness
case	0.228	sadness
rainy	0.227	sadness
onerous	0.223	sadness
bottom	0.223	sadness
uninterested	0.223	sadness
fasting	0.220	sadness
coping	0.219	sadness
discolored	0.219	sadness
thirst	0.219	sadness
boooo	0.219	sadness
pious	0.219	sadness
blunder	0.219	sadness
indifference	0.219	sadness
dole	0.219	sadness
cocaine	0.218	sadness
tough	0.212	sadness
revolution	0.203	sadness
fat	0.203	sadness
arid	0.203	sadness
sluggish	0.203	sadness
yucky	0.203	sadness
sprain	0.203	sadness
chilly	0.203	sadness
lower	0.203	sadness
chargeable	0.203	sadness
hoary	0.203	sadness
wanting	0.202	sadness
progression	0.201	sadness
closure	0.195	sadness
unbeaten	0.193	sadness
rack	0.188	sadness
halter	0.188	sadness
meh	0.188	sadness
cold	0.188	sadness
tease	0.188	sadness
splitting	0.188	sadness
rumor	0.188	sadness
cataract	0.188	sadness
invalid	0.188	sadness
heartfelt	0.188	sadness
oddity	0.188	sadness
veal	0.188	sadness
retirement	0.188	sadness
interrupted	0.188	sadness
concerned	0.184	sadness
sarcasm	0.181	sadness
strip	0.179	sadness
feeling	0.172	sadness
sap	0.172	sadness
memories	0.172	sadness
eschew	0.172	sadness
esteem	0.172	sadness
cupping	0.172	sadness
overload	0.172	sadness
divided	0.172	sadness
destination	0.170	sadness
nosnow	0.169	sadness
limited	0.167	sadness
rain	0.163	sadness
willful	0.160	sadness
untitled	0.157	sadness
stint	0.156	sadness
weeds	0.156	sadness
cross	0.156	sadness
pare	0.155	sadness
snort	0.154	sadness
procession	0.152	sadness
inconsequential	0.152	sadness
tax	0.142	sadness
overpriced	0.141	sadness
lesbian	0.141	sadness
weight	0.141	sadness
tolerate	0.141	sadness
mug	0.141	sadness
emo	0.141	sadness
touchy	0.140	sadness
grounded	0.130	sadness
kennel	0.130	sadness
commemorate	0.125	sadness
late	0.125	sadness
theocratic	0.125	sadness
margin	0.125	sadness
socialist	0.125	sadness
stillness	0.125	sadness
meek	0.125	sadness
terrific	0.125	sadness
sisterhood	0.125	sadness
clouds	0.125	sadness
unpaid	0.125	sadness
default	0.121	sadness
lace	0.118	sadness
unpublished	0.116	sadness
interested	0.114	sadness
fortress	0.110	sadness
fleece	0.109	sadness
priesthood	0.109	sadness
rating	0.109	sadness
ultimate	0.109	sadness
lush	0.109	sadness
orchestra	0.109	sadness
harry	0.109	sadness
sanctify	0.108	sadness
income	0.100	sadness
winning	0.094	sadness
quiet	0.094	sadness
sonnet	0.094	sadness
boo	0.094	sadness
vainly	0.091	sadness
hut	0.078	sadness
opera	0.078	sadness
humble	0.078	sadness
motivating	0.078	sadness
wet	0.078	sadness
ovation	0.078	sadness
hug	0.078	sadness
treat	0.076	sadness
hymn	0.064	sadness
honest	0.062	sadness
relics	0.061	sadness
couch	0.060	sadness
waffle	0.047	sadness
shell	0.045	sadness
musical	0.045	sadness
savor	0.034	sadness
napkin	0.031	sadness
vote	0.031	sadness
sing	0.017	sadness
music	0.016	sadness
mother	0.016	sadness
nutritious	0.015	sadness
lovely	0.009	sadness
liquor	0.000	sadness
sweetheart	0.000	sadness
romance	0.000	sadness
art	0.000	sadness
happiest	0.986	joy
happiness	0.984	joy
bliss	0.971	joy
celebrating	0.970	joy
jubilant	0.969	joy
ecstatic	0.954	joy
elation	0.944	joy
beaming	0.938	joy
bestdayever	0.938	joy
loveee	0.932	joy
celebration	0.929	joy
awesomeness	0.926	joy
joy	0.924	joy
happily	0.922	joy
fabulous	0.922	joy
exuberance	0.922	joy
